var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,var13,var14
381,com.atlassian.jira.web.filters.MultipartBoundaryCheckFilter.doFilter(Ljavax/servlet/ServletRequest;Ljavax/servlet/ServletResponse;Ljavax/servlet/FilterChain;)V,MultipartBoundaryCheckFilter.doFilter(),,,,,162,other,7,com.atlassian.jira.web.filters.MultipartBoundaryCheckFilter,1,27,MultipartBoundaryCheckFilter.java
382,com.atlassian.jira.servermetrics.MetricsCollectorFilter.doFilter(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;Ljavax/servlet/FilterChain;)V,MetricsCollectorFilter.doFilter(),,,,,163,other,6,com.atlassian.jira.servermetrics.MetricsCollectorFilter,1,24,MetricsCollectorFilter.java
383,com.atlassian.jira.web.filters.JiraFirstFilter.doFilter(Ljavax/servlet/ServletRequest;Ljavax/servlet/ServletResponse;Ljavax/servlet/FilterChain;)V,JiraFirstFilter.doFilter(),,,,,164,other,3,com.atlassian.jira.web.filters.JiraFirstFilter,1,55,JiraFirstFilter.java
384,com.atlassian.gzipfilter.GzipFilter.doFilterInternal(Ljavax/servlet/ServletRequest;Ljavax/servlet/ServletResponse;Ljavax/servlet/FilterChain;)V,GzipFilter.doFilterInternal(),,,,,165,other,2,com.atlassian.gzipfilter.GzipFilter,1,103,GzipFilter.java
385,com.atlassian.gzipfilter.GzipFilter.doFilter(Ljavax/servlet/ServletRequest;Ljavax/servlet/ServletResponse;Ljavax/servlet/FilterChain;)V,GzipFilter.doFilter(),,,,,165,other,1,com.atlassian.gzipfilter.GzipFilter,1,90,GzipFilter.java
401,java.util.HashMap.afterNodeInsertion(Z)V,HashMap.afterNodeInsertion(),,,,,166,third_party,0,java.util.HashMap,9,-2,
402,java.util.HashMap.putVal(ILjava/lang/Object;Ljava/lang/Object;ZZ)Ljava/lang/Object;,HashMap.putVal(),,,,,166,third_party,0,java.util.HashMap,15,-2,
403,java.util.HashMap.put(Ljava/lang/Object;Ljava/lang/Object;)Ljava/lang/Object;,HashMap.put(),,,,,166,third_party,0,java.util.HashMap,20,-2,
404,java.util.HashSet.add(Ljava/lang/Object;)Z,HashSet.add(),,,,,167,third_party,0,java.util.HashSet,16,-2,
412,com.sun.xml.bind.v2.runtime.JAXBContextImpl.getTypeInfoSet()Lcom/sun/xml/bind/v2/model/runtime/RuntimeTypeInfoSet;,JAXBContextImpl.getTypeInfoSet(),,,,,168,third_party,167,com.sun.xml.bind.v2.runtime.JAXBContextImpl,2,449,JAXBContextImpl.java
413,com.sun.xml.bind.v2.runtime.JAXBContextImpl.<init>(Lcom/sun/xml/bind/v2/runtime/JAXBContextImpl$JAXBContextBuilder;)V,JAXBContextImpl.<init>(),,,,,168,third_party,167,com.sun.xml.bind.v2.runtime.JAXBContextImpl,2,278,JAXBContextImpl.java
414,com.sun.xml.bind.v2.runtime.JAXBContextImpl.<init>(Lcom/sun/xml/bind/v2/runtime/JAXBContextImpl$JAXBContextBuilder;Lcom/sun/xml/bind/v2/runtime/JAXBContextImpl$1;)V,JAXBContextImpl.<init>(),,,,,168,third_party,167,com.sun.xml.bind.v2.runtime.JAXBContextImpl,2,139,JAXBContextImpl.java
415,com.sun.xml.bind.v2.runtime.JAXBContextImpl$JAXBContextBuilder.build()Lcom/sun/xml/bind/v2/runtime/JAXBContextImpl;,JAXBContextImpl$JAXBContextBuilder.build(),,,,,169,third_party,167,com.sun.xml.bind.v2.runtime.JAXBContextImpl$JAXBContextBuilder,2,1140,JAXBContextImpl.java
416,com.sun.xml.bind.v2.ContextFactory.createContext([Ljava/lang/Class;Ljava/util/Map;)Ljavax/xml/bind/JAXBContext;,ContextFactory.createContext(),,,,,170,third_party,167,com.sun.xml.bind.v2.ContextFactory,2,84,ContextFactory.java
417,com.sun.xml.bind.v2.ContextFactory.createContext(Ljava/lang/String;Ljava/lang/ClassLoader;Ljava/util/Map;)Ljavax/xml/bind/JAXBContext;,ContextFactory.createContext(),,,,,170,third_party,167,com.sun.xml.bind.v2.ContextFactory,2,249,ContextFactory.java
418,javax.xml.bind.ContextFinder.newInstance(Ljava/lang/String;Ljava/lang/Class;Ljava/lang/ClassLoader;Ljava/util/Map;)Ljavax/xml/bind/JAXBContext;,ContextFinder.newInstance(),,,,,171,third_party,167,javax.xml.bind.ContextFinder,2,-2,
419,javax.xml.bind.ContextFinder.newInstance(Ljava/lang/String;Ljava/lang/String;Ljava/lang/ClassLoader;Ljava/util/Map;)Ljavax/xml/bind/JAXBContext;,ContextFinder.newInstance(),,,,,171,third_party,167,javax.xml.bind.ContextFinder,2,-2,
420,javax.xml.bind.ContextFinder.find(Ljava/lang/String;Ljava/lang/String;Ljava/lang/ClassLoader;Ljava/util/Map;)Ljavax/xml/bind/JAXBContext;,ContextFinder.find(),,,,,171,third_party,167,javax.xml.bind.ContextFinder,2,-2,
421,javax.xml.bind.JAXBContext.newInstance(Ljava/lang/String;Ljava/lang/ClassLoader;Ljava/util/Map;)Ljavax/xml/bind/JAXBContext;,JAXBContext.newInstance(),,,,,172,third_party,167,javax.xml.bind.JAXBContext,2,-2,
422,javax.xml.bind.JAXBContext.newInstance(Ljava/lang/String;Ljava/lang/ClassLoader;)Ljavax/xml/bind/JAXBContext;,JAXBContext.newInstance(),,,,,172,third_party,167,javax.xml.bind.JAXBContext,2,-2,
423,com.sun.jersey.server.wadl.generators.WadlGeneratorApplicationDoc.init()V,WadlGeneratorApplicationDoc.init(),,,,,173,third_party,170,com.sun.jersey.server.wadl.generators.WadlGeneratorApplicationDoc,1,136,WadlGeneratorApplicationDoc.java
424,com.atlassian.plugins.rest.doclet.generators.grammars.WadlGrammarsAdaptor.init()V,WadlGrammarsAdaptor.init(),1,0,1,1,174,ep,169,com.atlassian.plugins.rest.doclet.generators.grammars.WadlGrammarsAdaptor,1,89,WadlGrammarsAdaptor.java
425,com.sun.jersey.server.wadl.generators.resourcedoc.WadlGeneratorResourceDocSupport.init()V,WadlGeneratorResourceDocSupport.init(),,,,,175,third_party,169,com.sun.jersey.server.wadl.generators.resourcedoc.WadlGeneratorResourceDocSupport,1,154,WadlGeneratorResourceDocSupport.java
426,com.atlassian.plugins.rest.doclet.generators.resourcedoc.AtlassianWadlGeneratorResourceDocSupport.init()V,AtlassianWadlGeneratorResourceDocSupport.init(),,,,,176,other,168,com.atlassian.plugins.rest.doclet.generators.resourcedoc.AtlassianWadlGeneratorResourceDocSupport,1,80,AtlassianWadlGeneratorResourceDocSupport.java
427,com.sun.jersey.api.wadl.config.WadlGeneratorLoader.loadWadlGeneratorDescriptions(Ljava/util/List;)Lcom/sun/jersey/server/wadl/WadlGenerator;,WadlGeneratorLoader.loadWadlGeneratorDescriptions(),,,,,177,third_party,179,com.sun.jersey.api.wadl.config.WadlGeneratorLoader,1,108,WadlGeneratorLoader.java
428,com.sun.jersey.api.wadl.config.WadlGeneratorConfig.createWadlGenerator()Lcom/sun/jersey/server/wadl/WadlGenerator;,WadlGeneratorConfig.createWadlGenerator(),,,,,178,third_party,178,com.sun.jersey.api.wadl.config.WadlGeneratorConfig,1,179,WadlGeneratorConfig.java
429,com.sun.jersey.server.impl.wadl.WadlApplicationContextImpl.<init>(Ljava/util/Set;Lcom/sun/jersey/api/core/ResourceConfig;Ljavax/ws/rs/ext/Providers;)V,WadlApplicationContextImpl.<init>(),,,,,179,third_party,177,com.sun.jersey.server.impl.wadl.WadlApplicationContextImpl,1,88,WadlApplicationContextImpl.java
430,com.sun.jersey.server.impl.wadl.WadlFactory.init(Lcom/sun/jersey/core/spi/factory/InjectableProviderFactory;Ljava/util/Set;)V,WadlFactory.init(),,,,,180,third_party,176,com.sun.jersey.server.impl.wadl.WadlFactory,1,98,WadlFactory.java
431,com.sun.jersey.server.impl.application.RootResourceUriRules.initWadl(Ljava/util/Set;)V,RootResourceUriRules.initWadl(),,,,,181,third_party,175,com.sun.jersey.server.impl.application.RootResourceUriRules,1,166,RootResourceUriRules.java
432,com.sun.jersey.server.impl.application.RootResourceUriRules.<init>(Lcom/sun/jersey/server/impl/application/WebApplicationImpl;Lcom/sun/jersey/api/core/ResourceConfig;Lcom/sun/jersey/server/impl/wadl/WadlFactory;Lcom/sun/jersey/core/spi/factory/InjectableProviderFactory;)V,RootResourceUriRules.<init>(),,,,,181,third_party,174,com.sun.jersey.server.impl.application.RootResourceUriRules,1,85,RootResourceUriRules.java
433,com.sun.jersey.server.impl.application.WebApplicationImpl._initiate(Lcom/sun/jersey/api/core/ResourceConfig;Lcom/sun/jersey/core/spi/component/ioc/IoCComponentProviderFactory;)V,WebApplicationImpl._initiate(),,,,,182,third_party,173,com.sun.jersey.server.impl.application.WebApplicationImpl,1,806,WebApplicationImpl.java
434,com.sun.jersey.server.impl.application.WebApplicationImpl.access$700(Lcom/sun/jersey/server/impl/application/WebApplicationImpl;Lcom/sun/jersey/api/core/ResourceConfig;Lcom/sun/jersey/core/spi/component/ioc/IoCComponentProviderFactory;)V,WebApplicationImpl.access$700(),,,,,182,third_party,172,com.sun.jersey.server.impl.application.WebApplicationImpl,1,180,WebApplicationImpl.java
435,com.sun.jersey.server.impl.application.WebApplicationImpl$13.f()Ljava/lang/Void;,WebApplicationImpl$13.f(),,,,,183,third_party,171,com.sun.jersey.server.impl.application.WebApplicationImpl$13,1,798,WebApplicationImpl.java
436,com.sun.jersey.server.impl.application.WebApplicationImpl$13.f()Ljava/lang/Object;,WebApplicationImpl$13.f(),,,,,183,third_party,170,com.sun.jersey.server.impl.application.WebApplicationImpl$13,1,795,WebApplicationImpl.java
437,com.sun.jersey.spi.inject.Errors.processWithErrors(Lcom/sun/jersey/spi/inject/Errors$Closure;)Ljava/lang/Object;,Errors.processWithErrors(),,,,,184,third_party,169,com.sun.jersey.spi.inject.Errors,1,184,Errors.java
438,com.sun.jersey.server.impl.application.WebApplicationImpl.initiate(Lcom/sun/jersey/api/core/ResourceConfig;Lcom/sun/jersey/core/spi/component/ioc/IoCComponentProviderFactory;)V,WebApplicationImpl.initiate(),,,,,182,third_party,168,com.sun.jersey.server.impl.application.WebApplicationImpl,1,795,WebApplicationImpl.java
439,com.atlassian.plugins.rest.module.RestDelegatingServletFilter$JerseyOsgiServletContainer.initiate(Lcom/sun/jersey/api/core/ResourceConfig;Lcom/sun/jersey/spi/container/WebApplication;)V,RestDelegatingServletFilter$JerseyOsgiServletContainer.initiate(),,,,,185,other,167,com.atlassian.plugins.rest.module.RestDelegatingServletFilter$JerseyOsgiServletContainer,1,164,RestDelegatingServletFilter.java
441,com.sun.jersey.spi.container.servlet.WebComponent.load()V,WebComponent.load(),,,,,186,third_party,170,com.sun.jersey.spi.container.servlet.WebComponent,1,603,WebComponent.java
442,com.sun.jersey.spi.container.servlet.WebComponent.init(Lcom/sun/jersey/spi/container/servlet/WebConfig;)V,WebComponent.init(),,,,,186,third_party,169,com.sun.jersey.spi.container.servlet.WebComponent,1,202,WebComponent.java
443,com.sun.jersey.spi.container.servlet.ServletContainer.init(Lcom/sun/jersey/spi/container/servlet/WebConfig;)V,ServletContainer.init(),,,,,187,third_party,168,com.sun.jersey.spi.container.servlet.ServletContainer,1,391,ServletContainer.java
444,com.sun.jersey.spi.container.servlet.ServletContainer.init(Ljavax/servlet/FilterConfig;)V,ServletContainer.init(),,,,,187,third_party,167,com.sun.jersey.spi.container.servlet.ServletContainer,1,742,ServletContainer.java
445,com.atlassian.plugins.rest.module.RestDelegatingServletFilter.initServletContainer(Ljavax/servlet/FilterConfig;)V,RestDelegatingServletFilter.initServletContainer(),,,,,188,other,166,com.atlassian.plugins.rest.module.RestDelegatingServletFilter,1,85,RestDelegatingServletFilter.java
446,com.atlassian.plugins.rest.module.RestDelegatingServletFilter.init(Ljavax/servlet/FilterConfig;)V,RestDelegatingServletFilter.init(),,,,,188,other,165,com.atlassian.plugins.rest.module.RestDelegatingServletFilter,1,61,RestDelegatingServletFilter.java
447,com.atlassian.plugin.servlet.filter.DelegatingPluginFilter.init(Ljavax/servlet/FilterConfig;)V,DelegatingPluginFilter.init(),,,,,136,other,164,com.atlassian.plugin.servlet.filter.DelegatingPluginFilter,1,36,DelegatingPluginFilter.java
448,com.atlassian.plugin.servlet.DefaultServletModuleManager$LazyLoadedFilterReference.create()Ljavax/servlet/Filter;,DefaultServletModuleManager$LazyLoadedFilterReference.create(),,,,,189,other,163,com.atlassian.plugin.servlet.DefaultServletModuleManager$LazyLoadedFilterReference,1,497,DefaultServletModuleManager.java
449,com.atlassian.plugin.servlet.DefaultServletModuleManager$LazyLoadedFilterReference.create()Ljava/lang/Object;,DefaultServletModuleManager$LazyLoadedFilterReference.create(),,,,,189,other,162,com.atlassian.plugin.servlet.DefaultServletModuleManager$LazyLoadedFilterReference,1,486,DefaultServletModuleManager.java
450,io.atlassian.util.concurrent.LazyReference$Sync.run()V,LazyReference$Sync.run(),,,,,190,third_party,0,io.atlassian.util.concurrent.LazyReference$Sync,7,324,LazyReference.java
451,io.atlassian.util.concurrent.LazyReference.getInterruptibly()Ljava/lang/Object;,LazyReference.getInterruptibly(),,,,,191,third_party,0,io.atlassian.util.concurrent.LazyReference,9,149,LazyReference.java
452,io.atlassian.util.concurrent.LazyReference.get()Ljava/lang/Object;,LazyReference.get(),,,,,191,third_party,0,io.atlassian.util.concurrent.LazyReference,9,112,LazyReference.java
453,com.atlassian.plugin.servlet.DefaultServletModuleManager.getInstance(Ljava/util/concurrent/ConcurrentMap;Lcom/atlassian/plugin/descriptors/AbstractModuleDescriptor;Lio/atlassian/util/concurrent/LazyReference;)Ljava/lang/Object;,DefaultServletModuleManager.getInstance(),,,,,192,other,42,com.atlassian.plugin.servlet.DefaultServletModuleManager,1,429,DefaultServletModuleManager.java
454,com.atlassian.plugin.servlet.DefaultServletModuleManager.getFilter(Lcom/atlassian/plugin/servlet/descriptors/ServletFilterModuleDescriptor;Ljavax/servlet/FilterConfig;)Ljavax/servlet/Filter;,DefaultServletModuleManager.getFilter(),,,,,192,other,82,com.atlassian.plugin.servlet.DefaultServletModuleManager,1,423,DefaultServletModuleManager.java
455,com.atlassian.plugin.servlet.DefaultServletModuleManager.getFilters(Lcom/atlassian/plugin/servlet/filter/FilterLocation;Ljava/lang/String;Ljavax/servlet/FilterConfig;Ljavax/servlet/DispatcherType;)Ljava/lang/Iterable;,DefaultServletModuleManager.getFilters(),,,,,192,other,16,com.atlassian.plugin.servlet.DefaultServletModuleManager,1,263,DefaultServletModuleManager.java
456,com.atlassian.plugins.rest.module.servlet.DefaultRestServletModuleManager.getFilters(Lcom/atlassian/plugin/servlet/filter/FilterLocation;Ljava/lang/String;Ljavax/servlet/FilterConfig;Ljavax/servlet/DispatcherType;)Ljava/lang/Iterable;,DefaultRestServletModuleManager.getFilters(),,,,,193,other,155,com.atlassian.plugins.rest.module.servlet.DefaultRestServletModuleManager,1,127,DefaultRestServletModuleManager.java
457,com.atlassian.plugins.rest.module.servlet.RestServletUtilsUpdaterFilter.doFilterInternal(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;Ljavax/servlet/FilterChain;)V,RestServletUtilsUpdaterFilter.doFilterInternal(),,,,,194,other,149,com.atlassian.plugins.rest.module.servlet.RestServletUtilsUpdaterFilter,1,20,RestServletUtilsUpdaterFilter.java
458,com.atlassian.plugins.rest.module.servlet.RestServletUtilsUpdaterFilter.doFilter(Ljavax/servlet/ServletRequest;Ljavax/servlet/ServletResponse;Ljavax/servlet/FilterChain;)V,RestServletUtilsUpdaterFilter.doFilter(),,,,,194,other,148,com.atlassian.plugins.rest.module.servlet.RestServletUtilsUpdaterFilter,1,34,RestServletUtilsUpdaterFilter.java
459,com.atlassian.applinks.core.rest.context.ContextFilter.doFilter(Ljavax/servlet/ServletRequest;Ljavax/servlet/ServletResponse;Ljavax/servlet/FilterChain;)V,ContextFilter.doFilter(),,,,,195,other,42,com.atlassian.applinks.core.rest.context.ContextFilter,1,21,ContextFilter.java
460,com.atlassian.mywork.client.filter.ServingRequestsFilter.doFilter(Ljavax/servlet/ServletRequest;Ljavax/servlet/ServletResponse;Ljavax/servlet/FilterChain;)V,ServingRequestsFilter.doFilter(),,,,,196,other,42,com.atlassian.mywork.client.filter.ServingRequestsFilter,1,29,ServingRequestsFilter.java
461,com.atlassian.jira.plugin.mobile.web.filter.MobileAppRequestFilter.doFilter(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;Ljavax/servlet/FilterChain;)V,MobileAppRequestFilter.doFilter(),,,,,197,other,42,com.atlassian.jira.plugin.mobile.web.filter.MobileAppRequestFilter,1,30,MobileAppRequestFilter.java
462,com.atlassian.jira.plugin.mobile.login.MobileLoginSuccessFilter.doFilter(Ljavax/servlet/ServletRequest;Ljavax/servlet/ServletResponse;Ljavax/servlet/FilterChain;)V,MobileLoginSuccessFilter.doFilter(),,,,,198,other,42,com.atlassian.jira.plugin.mobile.login.MobileLoginSuccessFilter,1,45,MobileLoginSuccessFilter.java
463,com.atlassian.analytics.client.filter.UniversalAnalyticsFilter.doFilter(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;Ljavax/servlet/FilterChain;)V,UniversalAnalyticsFilter.doFilter(),,,,,199,other,42,com.atlassian.analytics.client.filter.UniversalAnalyticsFilter,1,60,UniversalAnalyticsFilter.java
464,com.atlassian.prettyurls.filter.PrettyUrlsSiteMeshFixupFilter.doFilter(Ljavax/servlet/ServletRequest;Ljavax/servlet/ServletResponse;Ljavax/servlet/FilterChain;)V,PrettyUrlsSiteMeshFixupFilter.doFilter(),,,,,200,other,42,com.atlassian.prettyurls.filter.PrettyUrlsSiteMeshFixupFilter,1,22,PrettyUrlsSiteMeshFixupFilter.java
465,com.atlassian.prettyurls.filter.PrettyUrlsDispatcherFilter.doFilter(Ljavax/servlet/ServletRequest;Ljavax/servlet/ServletResponse;Ljavax/servlet/FilterChain;)V,PrettyUrlsDispatcherFilter.doFilter(),,,,,201,other,42,com.atlassian.prettyurls.filter.PrettyUrlsDispatcherFilter,1,25,PrettyUrlsDispatcherFilter.java
466,com.atlassian.prettyurls.filter.PrettyUrlsSiteMeshFilter.doFilter(Ljavax/servlet/ServletRequest;Ljavax/servlet/ServletResponse;Ljavax/servlet/FilterChain;)V,PrettyUrlsSiteMeshFilter.doFilter(),,,,,202,other,42,com.atlassian.prettyurls.filter.PrettyUrlsSiteMeshFilter,1,58,PrettyUrlsSiteMeshFilter.java
467,com.atlassian.prettyurls.filter.PrettyUrlsMatcherFilter.doFilter(Ljavax/servlet/ServletRequest;Ljavax/servlet/ServletResponse;Ljavax/servlet/FilterChain;)V,PrettyUrlsMatcherFilter.doFilter(),,,,,203,other,42,com.atlassian.prettyurls.filter.PrettyUrlsMatcherFilter,1,35,PrettyUrlsMatcherFilter.java
468,com.atlassian.labs.botkiller.BotKillerFilter.doFilter(Ljavax/servlet/ServletRequest;Ljavax/servlet/ServletResponse;Ljavax/servlet/FilterChain;)V,BotKillerFilter.doFilter(),,,,,204,other,42,com.atlassian.labs.botkiller.BotKillerFilter,1,27,BotKillerFilter.java
469,com.atlassian.jira.web.filters.MobileAppRequestFilter.doFilter(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;Ljavax/servlet/FilterChain;)V,MobileAppRequestFilter.doFilter(),,,,,205,other,42,com.atlassian.jira.web.filters.MobileAppRequestFilter,1,32,MobileAppRequestFilter.java
470,com.atlassian.jira.web.filters.accesslog.AccessLogFilter.executeRequest(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;Ljavax/servlet/FilterChain;)V,AccessLogFilter.executeRequest(),,,,,206,other,42,com.atlassian.jira.web.filters.accesslog.AccessLogFilter,1,86,AccessLogFilter.java
471,com.atlassian.jira.web.filters.accesslog.AccessLogFilter.doFilter(Ljavax/servlet/ServletRequest;Ljavax/servlet/ServletResponse;Ljavax/servlet/FilterChain;)V,AccessLogFilter.doFilter(),,,,,206,other,42,com.atlassian.jira.web.filters.accesslog.AccessLogFilter,1,67,AccessLogFilter.java
472,com.atlassian.jira.security.xsrf.XsrfTokenAdditionRequestFilter.doFilter(Ljavax/servlet/ServletRequest;Ljavax/servlet/ServletResponse;Ljavax/servlet/FilterChain;)V,XsrfTokenAdditionRequestFilter.doFilter(),,,,,207,other,42,com.atlassian.jira.security.xsrf.XsrfTokenAdditionRequestFilter,1,38,XsrfTokenAdditionRequestFilter.java
473,com.atlassian.plugins.rest.module.servlet.RestSeraphFilter.doFilter(Ljavax/servlet/ServletRequest;Ljavax/servlet/ServletResponse;Ljavax/servlet/FilterChain;)V,RestSeraphFilter.doFilter(),,,,,208,other,51,com.atlassian.plugins.rest.module.servlet.RestSeraphFilter,1,29,RestSeraphFilter.java
474,java.util.ArrayList$Itr.<init>(Ljava/util/ArrayList;)V,ArrayList$Itr.<init>(),,,,,209,third_party,0,java.util.ArrayList$Itr,7,-2,
475,java.util.ArrayList.iterator()Ljava/util/Iterator;,ArrayList.iterator(),,,,,210,third_party,0,java.util.ArrayList,8,-2,
479,java.lang.ref.Reference.get()Ljava/lang/Object;,Reference.get(),,,,,211,third_party,0,java.lang.ref.Reference,7,-2,
480,java.util.ResourceBundle$CacheKey.getLoader()Ljava/lang/ClassLoader;,ResourceBundle$CacheKey.getLoader(),,,,,212,third_party,4,java.util.ResourceBundle$CacheKey,3,-2,
481,com.atlassian.modzdetector.NullOutputStream.write(I)V,NullOutputStream.write(),,,,,213,other,11,com.atlassian.modzdetector.NullOutputStream,1,16,NullOutputStream.java
482,java.io.OutputStream.write([BII)V,OutputStream.write(),,,,,214,third_party,11,java.io.OutputStream,1,-2,
483,org.apache.lucene.util.ArrayUtil.timSort([Ljava/lang/Object;IILjava/util/Comparator;)V,ArrayUtil.timSort(),,,,,215,third_party,18,org.apache.lucene.util.ArrayUtil,1,373,ArrayUtil.java
484,org.apache.lucene.util.ArrayUtil.timSort([Ljava/lang/Comparable;II)V,ArrayUtil.timSort(),,,,,215,third_party,17,org.apache.lucene.util.ArrayUtil,1,392,ArrayUtil.java
485,org.apache.lucene.util.ArrayUtil.timSort([Ljava/lang/Comparable;)V,ArrayUtil.timSort(),,,,,215,third_party,16,org.apache.lucene.util.ArrayUtil,1,401,ArrayUtil.java
486,org.apache.lucene.index.FrozenBufferedUpdates.<init>(Lorg/apache/lucene/util/InfoStream;Lorg/apache/lucene/index/BufferedUpdates;Lorg/apache/lucene/index/SegmentCommitInfo;)V,FrozenBufferedUpdates.<init>(),,,,,216,third_party,12,org.apache.lucene.index.FrozenBufferedUpdates,1,93,FrozenBufferedUpdates.java
487,org.apache.lucene.index.DocumentsWriterDeleteQueue.freezeGlobalBuffer(Lorg/apache/lucene/index/DocumentsWriterDeleteQueue$DeleteSlice;)Lorg/apache/lucene/index/FrozenBufferedUpdates;,DocumentsWriterDeleteQueue.freezeGlobalBuffer(),,,,,217,third_party,12,org.apache.lucene.index.DocumentsWriterDeleteQueue,1,198,DocumentsWriterDeleteQueue.java
488,org.apache.lucene.index.DocumentsWriterFlushQueue.addDeletes(Lorg/apache/lucene/index/DocumentsWriterDeleteQueue;)V,DocumentsWriterFlushQueue.addDeletes(),,,,,218,third_party,13,org.apache.lucene.index.DocumentsWriterFlushQueue,1,38,DocumentsWriterFlushQueue.java
489,org.apache.lucene.index.FieldInfos.<init>([Lorg/apache/lucene/index/FieldInfo;)V,FieldInfos.<init>(),,,,,219,third_party,16,org.apache.lucene.index.FieldInfos,1,56,FieldInfos.java
490,org.apache.lucene.index.FieldInfos$Builder.finish()Lorg/apache/lucene/index/FieldInfos;,FieldInfos$Builder.finish(),,,,,220,third_party,15,org.apache.lucene.index.FieldInfos$Builder,1,463,FieldInfos.java
491,java.util.ArrayList$Itr.hasNext()Z,ArrayList$Itr.hasNext(),,,,,209,third_party,0,java.util.ArrayList$Itr,15,-2,
495,java.lang.Math.min(II)I,Math.min(),,,,,221,third_party,0,java.lang.Math,19,-2,
496,com.atlassian.velocity.htmlsafe.HtmlSafeAnnotationUtils.<clinit>()V,HtmlSafeAnnotationUtils.<clinit>(),,,,,222,other,126,com.atlassian.velocity.htmlsafe.HtmlSafeAnnotationUtils,1,18,HtmlSafeAnnotationUtils.java
497,com.atlassian.velocity.htmlsafe.introspection.HtmlSafeAnnotationBoxingUberspect.getMethodAnnotations(Ljava/lang/reflect/Method;)Ljava/util/Collection;,HtmlSafeAnnotationBoxingUberspect.getMethodAnnotations(),,,,,223,other,125,com.atlassian.velocity.htmlsafe.introspection.HtmlSafeAnnotationBoxingUberspect,1,28,HtmlSafeAnnotationBoxingUberspect.java
510,java.util.Arrays.copyOfRange([CII)[C,Arrays.copyOfRange(),,,,,224,third_party,0,java.util.Arrays,20,-2,
511,java.lang.String.<init>([CII)V,String.<init>(),,,,,5,third_party,0,java.lang.String,21,-2,
512,java.lang.StringBuilder.toString()Ljava/lang/String;,StringBuilder.toString(),,,,,7,third_party,0,java.lang.StringBuilder,19,-2,
513,sun.invoke.util.BytecodeDescriptor.unparse(Ljava/lang/Class;)Ljava/lang/String;,BytecodeDescriptor.unparse(),,,,,225,third_party,0,sun.invoke.util.BytecodeDescriptor,4,-2,
514,java.lang.invoke.TypeConvertingMethodAdapter.convertType(Ljava/lang/Class;Ljava/lang/Class;Ljava/lang/Class;)V,TypeConvertingMethodAdapter.convertType(),,,,,226,third_party,0,java.lang.invoke.TypeConvertingMethodAdapter,6,-2,
515,java.lang.invoke.InnerClassLambdaMetafactory$ForwardingMethodGenerator.convertArgumentTypes(Ljava/lang/invoke/MethodType;)V,InnerClassLambdaMetafactory$ForwardingMethodGenerator.convertArgumentTypes(),,,,,227,third_party,0,java.lang.invoke.InnerClassLambdaMetafactory$ForwardingMethodGenerator,6,-2,
516,java.lang.invoke.InnerClassLambdaMetafactory$ForwardingMethodGenerator.generate(Ljava/lang/invoke/MethodType;)V,InnerClassLambdaMetafactory$ForwardingMethodGenerator.generate(),,,,,227,third_party,0,java.lang.invoke.InnerClassLambdaMetafactory$ForwardingMethodGenerator,7,-2,
517,java.lang.invoke.InnerClassLambdaMetafactory.spinInnerClass()Ljava/lang/Class;,InnerClassLambdaMetafactory.spinInnerClass(),,,,,228,third_party,0,java.lang.invoke.InnerClassLambdaMetafactory,11,-2,
518,java.lang.invoke.InnerClassLambdaMetafactory.buildCallSite()Ljava/lang/invoke/CallSite;,InnerClassLambdaMetafactory.buildCallSite(),,,,,228,third_party,0,java.lang.invoke.InnerClassLambdaMetafactory,12,-2,
519,java.lang.invoke.LambdaMetafactory.metafactory(Ljava/lang/invoke/MethodHandles$Lookup;Ljava/lang/String;Ljava/lang/invoke/MethodType;Ljava/lang/invoke/MethodType;Ljava/lang/invoke/MethodHandle;Ljava/lang/invoke/MethodType;)Ljava/lang/invoke/CallSite;,LambdaMetafactory.metafactory(),,,,,229,third_party,0,java.lang.invoke.LambdaMetafactory,13,-2,
520,java.lang.invoke.LambdaForm$DMH.1698347987.invokeStatic_L6_L(Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/Object;)Ljava/lang/Object;,invokeStatic_L6_L(),,,,,230,third_party,0,java.lang.invoke.LambdaForm$DMH.1698347987,13,-2,LambdaForm$DMH
521,java.lang.invoke.LambdaForm$BMH.509787719.reinvoke(Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/Object;)Ljava/lang/Object;,reinvoke(),,,,,231,third_party,0,java.lang.invoke.LambdaForm$BMH.509787719,13,-2,LambdaForm$BMH
