var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,var13,var14
0,root,root,,,,,0,third_party,0,root,1,0,
1,io.atlassian.util.concurrent.ThreadFactories$Default.newThread(Ljava/lang/Runnable;)Ljava/lang/Thread;,ThreadFactories$Default.newThread(),,,,,1,third_party,1,io.atlassian.util.concurrent.ThreadFactories$Default,1,161,ThreadFactories.java
7,java.util.concurrent.ThreadPoolExecutor.runWorker(Ljava/util/concurrent/ThreadPoolExecutor$Worker;)V,ThreadPoolExecutor.runWorker(),,,,,2,third_party,0,java.util.concurrent.ThreadPoolExecutor,3,-2,
8,java.util.concurrent.ThreadPoolExecutor$Worker.run()V,ThreadPoolExecutor$Worker.run(),,,,,3,third_party,0,java.util.concurrent.ThreadPoolExecutor$Worker,3,-2,
10,java.lang.System.arraycopy(Ljava/lang/Object;ILjava/lang/Object;II)V,System.arraycopy(),,,,,4,third_party,0,java.lang.System,21,-1,
11,java.lang.String.getChars(II[CI)V,String.getChars(),,,,,5,third_party,0,java.lang.String,18,-2,
12,java.lang.AbstractStringBuilder.append(Ljava/lang/String;)Ljava/lang/AbstractStringBuilder;,AbstractStringBuilder.append(),,,,,6,third_party,0,java.lang.AbstractStringBuilder,21,-2,
13,java.lang.StringBuilder.append(Ljava/lang/String;)Ljava/lang/StringBuilder;,StringBuilder.append(),,,,,7,third_party,0,java.lang.StringBuilder,20,-2,
14,org.apache.catalina.webresources.AbstractArchiveResourceSet.getResource(Ljava/lang/String;)Lorg/apache/catalina/WebResource;,AbstractArchiveResourceSet.getResource(),,,,,8,third_party,0,org.apache.catalina.webresources.AbstractArchiveResourceSet,18,211,AbstractArchiveResourceSet.java
15,org.apache.catalina.webresources.StandardRoot.getResourceInternal(Ljava/lang/String;Z)Lorg/apache/catalina/WebResource;,StandardRoot.getResourceInternal(),,,,,9,third_party,0,org.apache.catalina.webresources.StandardRoot,18,274,StandardRoot.java
16,org.apache.catalina.webresources.CachedResource.validateResource(Z)Z,CachedResource.validateResource(),,,,,10,third_party,0,org.apache.catalina.webresources.CachedResource,11,78,CachedResource.java
17,org.apache.catalina.webresources.Cache.getResource(Ljava/lang/String;Z)Lorg/apache/catalina/WebResource;,Cache.getResource(),,,,,11,third_party,0,org.apache.catalina.webresources.Cache,18,61,Cache.java
18,org.apache.catalina.webresources.StandardRoot.getResource(Ljava/lang/String;ZZ)Lorg/apache/catalina/WebResource;,StandardRoot.getResource(),,,,,9,third_party,0,org.apache.catalina.webresources.StandardRoot,18,211,StandardRoot.java
19,org.apache.catalina.webresources.StandardRoot.getClassLoaderResource(Ljava/lang/String;)Lorg/apache/catalina/WebResource;,StandardRoot.getClassLoaderResource(),,,,,9,third_party,0,org.apache.catalina.webresources.StandardRoot,18,225,StandardRoot.java
20,org.apache.catalina.loader.WebappClassLoaderBase.getResourceAsStream(Ljava/lang/String;)Ljava/io/InputStream;,WebappClassLoaderBase.getResourceAsStream(),,,,,12,third_party,0,org.apache.catalina.loader.WebappClassLoaderBase,8,1108,WebappClassLoaderBase.java
21,java.util.ResourceBundle$Control$1.run()Ljava/io/InputStream;,ResourceBundle$Control$1.run(),,,,,13,third_party,4,java.util.ResourceBundle$Control$1,1,-2,
22,java.util.ResourceBundle$Control$1.run()Ljava/lang/Object;,ResourceBundle$Control$1.run(),,,,,13,third_party,4,java.util.ResourceBundle$Control$1,1,-2,
23,java.security.AccessController.doPrivileged(Ljava/security/PrivilegedExceptionAction;)Ljava/lang/Object;,AccessController.doPrivileged(),,,,,14,third_party,4,java.security.AccessController,2,-1,
24,java.util.ResourceBundle$Control.newBundle(Ljava/lang/String;Ljava/util/Locale;Ljava/lang/String;Ljava/lang/ClassLoader;Z)Ljava/util/ResourceBundle;,ResourceBundle$Control.newBundle(),,,,,15,third_party,4,java.util.ResourceBundle$Control,1,-2,
25,java.util.ResourceBundle.loadBundle(Ljava/util/ResourceBundle$CacheKey;Ljava/util/List;Ljava/util/ResourceBundle$Control;Z)Ljava/util/ResourceBundle;,ResourceBundle.loadBundle(),,,,,16,third_party,4,java.util.ResourceBundle,1,-2,
26,java.util.ResourceBundle.findBundle(Ljava/util/ResourceBundle$CacheKey;Ljava/util/List;Ljava/util/List;ILjava/util/ResourceBundle$Control;Ljava/util/ResourceBundle;)Ljava/util/ResourceBundle;,ResourceBundle.findBundle(),,,,,16,third_party,4,java.util.ResourceBundle,1,-2,
27,java.util.ResourceBundle.getBundleImpl(Ljava/lang/String;Ljava/util/Locale;Ljava/lang/ClassLoader;Ljava/util/ResourceBundle$Control;)Ljava/util/ResourceBundle;,ResourceBundle.getBundleImpl(),,,,,16,third_party,4,java.util.ResourceBundle,1,-2,
28,java.util.ResourceBundle.getBundle(Ljava/lang/String;Ljava/util/Locale;Ljava/lang/ClassLoader;Ljava/util/ResourceBundle$Control;)Ljava/util/ResourceBundle;,ResourceBundle.getBundle(),,,,,16,third_party,4,java.util.ResourceBundle,1,-2,
29,com.atlassian.jira.util.resourcebundle.PluginResourceLoaderInvocation$DefaultBundleLoader.getBundle(Ljava/util/Locale;Lcom/atlassian/plugin/Plugin;Lcom/atlassian/plugin/elements/ResourceDescriptor;)Ljava/util/ResourceBundle;,PluginResourceLoaderInvocation$DefaultBundleLoader.getBundle(),3,0,0.666666667,1,17,pep,4,com.atlassian.jira.util.resourcebundle.PluginResourceLoaderInvocation$DefaultBundleLoader,1,434,PluginResourceLoaderInvocation.java
30,com.atlassian.jira.util.resourcebundle.PluginResourceLoaderInvocation.loadPluginSourcedBundle(Ljava/util/List;Lcom/atlassian/plugin/Plugin;Lcom/atlassian/plugin/elements/ResourceDescriptor;)V,PluginResourceLoaderInvocation.loadPluginSourcedBundle(),6,0,0.666666667,1,18,pep,4,com.atlassian.jira.util.resourcebundle.PluginResourceLoaderInvocation,1,305,PluginResourceLoaderInvocation.java
31,com.atlassian.jira.util.resourcebundle.PluginResourceLoaderInvocation.loadPluginSourcedBundles(Ljava/util/List;Lcom/atlassian/plugin/Plugin;)V,PluginResourceLoaderInvocation.loadPluginSourcedBundles(),11,0,0.636363636,1,18,pep,4,com.atlassian.jira.util.resourcebundle.PluginResourceLoaderInvocation,1,290,PluginResourceLoaderInvocation.java
32,com.atlassian.jira.util.resourcebundle.PluginResourceLoaderInvocation.loadPluginSourcedBundles()Ljava/lang/Iterable;,PluginResourceLoaderInvocation.loadPluginSourcedBundles(),19,0,0.789473684,1,18,pep,4,com.atlassian.jira.util.resourcebundle.PluginResourceLoaderInvocation,1,256,PluginResourceLoaderInvocation.java
33,com.atlassian.jira.util.resourcebundle.PluginResourceLoaderInvocation.load()Ljava/util/Map;,PluginResourceLoaderInvocation.load(),27,0,0.962962963,1,18,ep,4,com.atlassian.jira.util.resourcebundle.PluginResourceLoaderInvocation,1,132,PluginResourceLoaderInvocation.java
34,com.atlassian.jira.util.resourcebundle.I18NResourceBundleLoader.load(Ljava/util/Locale;)Ljava/util/Map;,I18NResourceBundleLoader.load(),,,,,19,other,4,com.atlassian.jira.util.resourcebundle.I18NResourceBundleLoader,2,25,I18NResourceBundleLoader.java
35,com.atlassian.jira.i18n.BackingI18nFactoryImpl.create(Ljava/util/Locale;Ljava/lang/Iterable;)Lcom/atlassian/jira/i18n/BackingI18n;,BackingI18nFactoryImpl.create(),,,,,20,infra,4,com.atlassian.jira.i18n.BackingI18nFactoryImpl,2,29,BackingI18nFactoryImpl.java
36,com.atlassian.jira.i18n.BackingI18nFactoryImpl.create(Ljava/util/Locale;Ljava/lang/Iterable;)Lcom/atlassian/jira/util/I18nHelper;,BackingI18nFactoryImpl.create(),,,,,20,infra,4,com.atlassian.jira.i18n.BackingI18nFactoryImpl,2,14,BackingI18nFactoryImpl.java
37,com.atlassian.jira.i18n.CachingI18nFactory.lambda$buildCache$0(Lcom/atlassian/jira/i18n/BackingI18nFactory;Ljava/util/Locale;)Lcom/atlassian/jira/util/I18nHelper;,CachingI18nFactory.lambda$buildCache$0(),,,,,21,infra,4,com.atlassian.jira.i18n.CachingI18nFactory,2,97,CachingI18nFactory.java
40,com.google.common.cache.LocalCache$LoadingValueReference.loadFuture(Ljava/lang/Object;Lcom/google/common/cache/CacheLoader;)Lcom/google/common/util/concurrent/ListenableFuture;,LocalCache$LoadingValueReference.loadFuture(),,,,,22,third_party,0,com.google.common.cache.LocalCache$LoadingValueReference,5,3525,LocalCache.java
41,com.google.common.cache.LocalCache$Segment.loadSync(Ljava/lang/Object;ILcom/google/common/cache/LocalCache$LoadingValueReference;Lcom/google/common/cache/CacheLoader;)Ljava/lang/Object;,LocalCache$Segment.loadSync(),,,,,23,third_party,0,com.google.common.cache.LocalCache$Segment,9,2277,LocalCache.java
42,com.google.common.cache.LocalCache$Segment.lockedGetOrLoad(Ljava/lang/Object;ILcom/google/common/cache/CacheLoader;)Ljava/lang/Object;,LocalCache$Segment.lockedGetOrLoad(),,,,,23,third_party,0,com.google.common.cache.LocalCache$Segment,10,2083,LocalCache.java
43,com.google.common.cache.LocalCache$Segment.get(Ljava/lang/Object;ILcom/google/common/cache/CacheLoader;)Ljava/lang/Object;,LocalCache$Segment.get(),,,,,23,third_party,0,com.google.common.cache.LocalCache$Segment,14,2022,LocalCache.java
44,com.google.common.cache.LocalCache.get(Ljava/lang/Object;Lcom/google/common/cache/CacheLoader;)Ljava/lang/Object;,LocalCache.get(),,,,,24,third_party,0,com.google.common.cache.LocalCache,14,3951,LocalCache.java
45,com.google.common.cache.LocalCache.getOrLoad(Ljava/lang/Object;)Ljava/lang/Object;,LocalCache.getOrLoad(),,,,,24,third_party,0,com.google.common.cache.LocalCache,13,3974,LocalCache.java
46,com.google.common.cache.LocalCache$LocalLoadingCache.get(Ljava/lang/Object;)Ljava/lang/Object;,LocalCache$LocalLoadingCache.get(),,,,,25,third_party,0,com.google.common.cache.LocalCache$LocalLoadingCache,13,4958,LocalCache.java
47,com.google.common.cache.LocalCache$LocalLoadingCache.getUnchecked(Ljava/lang/Object;)Ljava/lang/Object;,LocalCache$LocalLoadingCache.getUnchecked(),,,,,25,third_party,0,com.google.common.cache.LocalCache$LocalLoadingCache,12,4964,LocalCache.java
48,com.atlassian.jira.i18n.CachingI18nFactory.getInstance(Ljava/util/Locale;)Lcom/atlassian/jira/util/I18nHelper;,CachingI18nFactory.getInstance(),,,,,21,infra,4,com.atlassian.jira.i18n.CachingI18nFactory,2,153,CachingI18nFactory.java
49,com.atlassian.jira.i18n.DelegateI18nFactory.getInstance(Ljava/util/Locale;)Lcom/atlassian/jira/util/I18nHelper;,DelegateI18nFactory.getInstance(),,,,,26,infra,4,com.atlassian.jira.i18n.DelegateI18nFactory,2,26,DelegateI18nFactory.java
51,java.lang.Iterable.forEach(Ljava/util/function/Consumer;)V,Iterable.forEach(),,,,,27,third_party,112,java.lang.Iterable,1,-2,
52,com.atlassian.jira.i18n.I18nWarmer.run()V,I18nWarmer.run(),,,,,28,infra,12,com.atlassian.jira.i18n.I18nWarmer,1,33,I18nWarmer.java
55,java.util.ArrayList$ArrayListSpliterator.forEachRemaining(Ljava/util/function/Consumer;)V,ArrayList$ArrayListSpliterator.forEachRemaining(),,,,,29,third_party,0,java.util.ArrayList$ArrayListSpliterator,7,-2,
56,java.util.stream.AbstractPipeline.copyInto(Ljava/util/stream/Sink;Ljava/util/Spliterator;)V,AbstractPipeline.copyInto(),,,,,30,third_party,0,java.util.stream.AbstractPipeline,12,-2,
67,java.util.stream.AbstractPipeline.evaluate(Ljava/util/stream/TerminalOp;)Ljava/lang/Object;,AbstractPipeline.evaluate(),,,,,30,third_party,0,java.util.stream.AbstractPipeline,12,-2,
68,java.util.stream.ReferencePipeline.forEach(Ljava/util/function/Consumer;)V,ReferencePipeline.forEach(),,,,,31,third_party,19,java.util.stream.ReferencePipeline,1,-2,
69,java.util.stream.ReferencePipeline$Head.forEach(Ljava/util/function/Consumer;)V,ReferencePipeline$Head.forEach(),,,,,32,third_party,0,java.util.stream.ReferencePipeline$Head,7,-2,
70,com.atlassian.jira.startup.CacheWarmerLauncher.runWarmersInParallel()V,CacheWarmerLauncher.runWarmersInParallel(),,,,,33,other,11,com.atlassian.jira.startup.CacheWarmerLauncher,1,64,CacheWarmerLauncher.java
71,com.atlassian.jira.startup.CacheWarmerLauncher.lambda$start$0(Lcom/atlassian/scheduler/JobRunnerRequest;)Lcom/atlassian/scheduler/JobRunnerResponse;,CacheWarmerLauncher.lambda$start$0(),,,,,33,other,10,com.atlassian.jira.startup.CacheWarmerLauncher,1,47,CacheWarmerLauncher.java
73,com.atlassian.scheduler.core.JobLauncher.runJob()Lcom/atlassian/scheduler/JobRunnerResponse;,JobLauncher.runJob(),,,,,34,other,4,com.atlassian.scheduler.core.JobLauncher,1,120,JobLauncher.java
74,com.atlassian.scheduler.core.JobLauncher.launchAndBuildResponse()Lcom/atlassian/scheduler/JobRunnerResponse;,JobLauncher.launchAndBuildResponse(),,,,,34,other,4,com.atlassian.scheduler.core.JobLauncher,1,104,JobLauncher.java
75,com.atlassian.scheduler.core.JobLauncher.launch()V,JobLauncher.launch(),,,,,34,other,4,com.atlassian.scheduler.core.JobLauncher,1,88,JobLauncher.java
76,com.atlassian.scheduler.caesium.impl.CaesiumSchedulerService.launchJob(Lcom/atlassian/scheduler/config/RunMode;Ljava/util/Date;Lcom/atlassian/scheduler/status/JobDetails;)V,CaesiumSchedulerService.launchJob(),,,,,35,other,4,com.atlassian.scheduler.caesium.impl.CaesiumSchedulerService,1,434,CaesiumSchedulerService.java
77,com.atlassian.scheduler.caesium.impl.CaesiumSchedulerService.executeLocalJob(Lcom/atlassian/scheduler/status/JobDetails;)V,CaesiumSchedulerService.executeLocalJob(),,,,,35,other,5,com.atlassian.scheduler.caesium.impl.CaesiumSchedulerService,1,387,CaesiumSchedulerService.java
78,com.atlassian.scheduler.caesium.impl.CaesiumSchedulerService.executeQueuedJob(Lcom/atlassian/scheduler/caesium/impl/QueuedJob;)V,CaesiumSchedulerService.executeQueuedJob(),,,,,35,other,4,com.atlassian.scheduler.caesium.impl.CaesiumSchedulerService,1,378,CaesiumSchedulerService.java
80,com.atlassian.scheduler.caesium.impl.SchedulerQueueWorker.executeJob(Lcom/atlassian/scheduler/caesium/impl/QueuedJob;)V,SchedulerQueueWorker.executeJob(),,,,,36,other,3,com.atlassian.scheduler.caesium.impl.SchedulerQueueWorker,1,66,SchedulerQueueWorker.java
81,com.atlassian.scheduler.caesium.impl.SchedulerQueueWorker.executeNextJob()Z,SchedulerQueueWorker.executeNextJob(),,,,,36,other,2,com.atlassian.scheduler.caesium.impl.SchedulerQueueWorker,1,54,SchedulerQueueWorker.java
82,com.atlassian.scheduler.caesium.impl.SchedulerQueueWorker.run()V,SchedulerQueueWorker.run(),,,,,36,other,1,com.atlassian.scheduler.caesium.impl.SchedulerQueueWorker,1,35,SchedulerQueueWorker.java
98,sun.instrument.TransformerManager.transform(Ljava/lang/ClassLoader;Ljava/lang/String;Ljava/lang/Class;Ljava/security/ProtectionDomain;[B)[B,TransformerManager.transform(),,,,,37,third_party,154,sun.instrument.TransformerManager,2,-2,
99,sun.instrument.InstrumentationImpl.transform(Ljava/lang/ClassLoader;Ljava/lang/String;Ljava/lang/Class;Ljava/security/ProtectionDomain;[BZ)[B,InstrumentationImpl.transform(),,,,,38,third_party,154,sun.instrument.InstrumentationImpl,3,-2,
100,java.lang.ClassLoader.defineClass1(Ljava/lang/String;[BIILjava/security/ProtectionDomain;Ljava/lang/String;)Ljava/lang/Class;,ClassLoader.defineClass1(),,,,,39,third_party,0,java.lang.ClassLoader,11,-1,
101,java.lang.ClassLoader.defineClass(Ljava/lang/String;[BIILjava/security/ProtectionDomain;)Ljava/lang/Class;,ClassLoader.defineClass(),,,,,39,third_party,0,java.lang.ClassLoader,11,-2,
102,java.security.SecureClassLoader.defineClass(Ljava/lang/String;[BIILjava/security/CodeSource;)Ljava/lang/Class;,SecureClassLoader.defineClass(),,,,,40,third_party,0,java.security.SecureClassLoader,10,-2,
103,org.apache.catalina.loader.WebappClassLoaderBase.findClassInternal(Ljava/lang/String;)Ljava/lang/Class;,WebappClassLoaderBase.findClassInternal(),,,,,12,third_party,0,org.apache.catalina.loader.WebappClassLoaderBase,17,2274,WebappClassLoaderBase.java
104,org.apache.catalina.loader.WebappClassLoaderBase.findClass(Ljava/lang/String;)Ljava/lang/Class;,WebappClassLoaderBase.findClass(),,,,,12,third_party,0,org.apache.catalina.loader.WebappClassLoaderBase,17,826,WebappClassLoaderBase.java
105,org.apache.catalina.loader.WebappClassLoaderBase.loadClass(Ljava/lang/String;Z)Ljava/lang/Class;,WebappClassLoaderBase.loadClass(),,,,,12,third_party,0,org.apache.catalina.loader.WebappClassLoaderBase,20,1218,WebappClassLoaderBase.java
106,org.apache.catalina.loader.WebappClassLoaderBase.loadClass(Ljava/lang/String;)Ljava/lang/Class;,WebappClassLoaderBase.loadClass(),,,,,12,third_party,0,org.apache.catalina.loader.WebappClassLoaderBase,20,1185,WebappClassLoaderBase.java
107,org.apache.lucene.util.bkd.BKDWriter.<init>(ILorg/apache/lucene/store/Directory;Ljava/lang/String;IIIDJZZJI)V,BKDWriter.<init>(),,,,,41,third_party,20,org.apache.lucene.util.bkd.BKDWriter,1,166,BKDWriter.java
108,org.apache.lucene.util.bkd.BKDWriter.<init>(ILorg/apache/lucene/store/Directory;Ljava/lang/String;IIIDJZ)V,BKDWriter.<init>(),,,,,41,third_party,19,org.apache.lucene.util.bkd.BKDWriter,1,160,BKDWriter.java
109,org.apache.lucene.codecs.lucene60.Lucene60PointsWriter.writeField(Lorg/apache/lucene/index/FieldInfo;Lorg/apache/lucene/codecs/PointsReader;)V,Lucene60PointsWriter.writeField(),,,,,42,third_party,18,org.apache.lucene.codecs.lucene60.Lucene60PointsWriter,1,91,Lucene60PointsWriter.java
110,org.apache.lucene.index.PointValuesWriter.flush(Lorg/apache/lucene/index/SegmentWriteState;Lorg/apache/lucene/index/Sorter$DocMap;Lorg/apache/lucene/codecs/PointsWriter;)V,PointValuesWriter.flush(),,,,,43,third_party,17,org.apache.lucene.index.PointValuesWriter,1,73,PointValuesWriter.java
111,org.apache.lucene.index.DefaultIndexingChain.writePoints(Lorg/apache/lucene/index/SegmentWriteState;Lorg/apache/lucene/index/Sorter$DocMap;)V,DefaultIndexingChain.writePoints(),,,,,44,third_party,16,org.apache.lucene.index.DefaultIndexingChain,1,182,DefaultIndexingChain.java
112,org.apache.lucene.index.DefaultIndexingChain.flush(Lorg/apache/lucene/index/SegmentWriteState;)Lorg/apache/lucene/index/Sorter$DocMap;,DefaultIndexingChain.flush(),,,,,44,third_party,15,org.apache.lucene.index.DefaultIndexingChain,1,122,DefaultIndexingChain.java
113,org.apache.lucene.index.DocumentsWriterPerThread.flush()Lorg/apache/lucene/index/DocumentsWriterPerThread$FlushedSegment;,DocumentsWriterPerThread.flush(),,,,,45,third_party,14,org.apache.lucene.index.DocumentsWriterPerThread,1,418,DocumentsWriterPerThread.java
114,org.apache.lucene.index.DocumentsWriter.doFlush(Lorg/apache/lucene/index/DocumentsWriterPerThread;)Z,DocumentsWriter.doFlush(),,,,,46,third_party,13,org.apache.lucene.index.DocumentsWriter,1,526,DocumentsWriter.java
115,org.apache.lucene.index.DocumentsWriter.flushAllThreads()J,DocumentsWriter.flushAllThreads(),,,,,46,third_party,12,org.apache.lucene.index.DocumentsWriter,1,650,DocumentsWriter.java
116,org.apache.lucene.index.IndexWriter.prepareCommitInternal()J,IndexWriter.prepareCommitInternal(),,,,,47,third_party,11,org.apache.lucene.index.IndexWriter,1,3214,IndexWriter.java
117,org.apache.lucene.index.IndexWriter.commitInternal(Lorg/apache/lucene/index/MergePolicy;)J,IndexWriter.commitInternal(),,,,,47,third_party,10,org.apache.lucene.index.IndexWriter,1,3441,IndexWriter.java
118,org.apache.lucene.index.IndexWriter.commit()J,IndexWriter.commit(),,,,,47,third_party,9,org.apache.lucene.index.IndexWriter,1,3422,IndexWriter.java
119,com.atlassian.jira.index.WriterWrapper.commit()V,WriterWrapper.commit(),2,66,1,0.954545455,48,pep,8,com.atlassian.jira.index.WriterWrapper,1,118,WriterWrapper.java
120,com.atlassian.jira.index.DefaultIndexEngine$WriterReference.commit()V,DefaultIndexEngine$WriterReference.commit(),3,66,1,0.954545455,49,ep,7,com.atlassian.jira.index.DefaultIndexEngine$WriterReference,1,191,DefaultIndexEngine.java
121,com.atlassian.jira.index.PeriodicIndexWriterCommitScheduler.commitWriter(Lcom/atlassian/jira/index/DefaultIndexEngine$WriterReference;)V,PeriodicIndexWriterCommitScheduler.commitWriter(),3,1,0.666666667,1,50,pep,6,com.atlassian.jira.index.PeriodicIndexWriterCommitScheduler,1,130,PeriodicIndexWriterCommitScheduler.java
122,com.atlassian.jira.index.PeriodicIndexWriterCommitScheduler.lambda$null$0(Lcom/atlassian/jira/index/DefaultIndexEngine$WriterReference;)V,PeriodicIndexWriterCommitScheduler.lambda$null$0(),4,1,0.75,1,50,pep,5,com.atlassian.jira.index.PeriodicIndexWriterCommitScheduler,1,115,PeriodicIndexWriterCommitScheduler.java
126,java.util.concurrent.FutureTask.run()V,FutureTask.run(),,,,,51,third_party,12,java.util.concurrent.FutureTask,2,-2,
128,com.atlassian.jira.util.thread.JiraThreadLocalUtils.lambda$wrap$0(Ljava/lang/Runnable;)V,JiraThreadLocalUtils.lambda$wrap$0(),6,2,0.666666667,1,52,ep,1,com.atlassian.jira.util.thread.JiraThreadLocalUtils,1,92,JiraThreadLocalUtils.java
130,java.util.concurrent.FutureTask.<init>(Ljava/lang/Runnable;Ljava/lang/Object;)V,FutureTask.<init>(),,,,,51,third_party,25,java.util.concurrent.FutureTask,1,-2,
136,com.atlassian.jira.index.PeriodicIndexWriterCommitScheduler.lambda$commitWriters$1(Lcom/atlassian/jira/index/DefaultIndexEngine$WriterReference;)Ljava/util/concurrent/CompletableFuture;,PeriodicIndexWriterCommitScheduler.lambda$commitWriters$1(),2,0,0.5,1,50,pep,3,com.atlassian.jira.index.PeriodicIndexWriterCommitScheduler,1,115,PeriodicIndexWriterCommitScheduler.java
138,java.util.stream.ReferencePipeline$3$1.accept(Ljava/lang/Object;)V,ReferencePipeline$3$1.accept(),,,,,53,third_party,41,java.util.stream.ReferencePipeline$3$1,3,-2,
140,java.util.stream.AbstractPipeline.wrapAndCopyInto(Ljava/util/stream/Sink;Ljava/util/Spliterator;)Ljava/util/stream/Sink;,AbstractPipeline.wrapAndCopyInto(),,,,,30,third_party,0,java.util.stream.AbstractPipeline,12,-2,
141,java.util.stream.AbstractPipeline.evaluate(Ljava/util/Spliterator;ZLjava/util/function/IntFunction;)Ljava/util/stream/Node;,AbstractPipeline.evaluate(),,,,,30,third_party,14,java.util.stream.AbstractPipeline,1,-2,
142,java.util.stream.AbstractPipeline.evaluateToArrayNode(Ljava/util/function/IntFunction;)Ljava/util/stream/Node;,AbstractPipeline.evaluateToArrayNode(),,,,,30,third_party,13,java.util.stream.AbstractPipeline,1,-2,
143,java.util.stream.ReferencePipeline.toArray(Ljava/util/function/IntFunction;)[Ljava/lang/Object;,ReferencePipeline.toArray(),,,,,31,third_party,12,java.util.stream.ReferencePipeline,1,-2,
144,com.atlassian.jira.index.PeriodicIndexWriterCommitScheduler.commitWriters()V,PeriodicIndexWriterCommitScheduler.commitWriters(),3,0,0.666666667,1,50,ep,2,com.atlassian.jira.index.PeriodicIndexWriterCommitScheduler,1,103,PeriodicIndexWriterCommitScheduler.java
148,java.util.HashMap$HashIterator.nextNode()Ljava/util/HashMap$Node;,HashMap$HashIterator.nextNode(),,,,,54,third_party,0,java.util.HashMap$HashIterator,7,-2,
149,java.util.HashMap$EntryIterator.next()Ljava/util/Map$Entry;,HashMap$EntryIterator.next(),,,,,55,third_party,0,java.util.HashMap$EntryIterator,4,-2,
150,java.util.HashMap$EntryIterator.next()Ljava/lang/Object;,HashMap$EntryIterator.next(),,,,,55,third_party,0,java.util.HashMap$EntryIterator,4,-2,
163,java.lang.String.charAt(I)C,String.charAt(),,,,,5,third_party,0,java.lang.String,19,-2,
185,java.net.URLClassLoader.defineClass(Ljava/lang/String;Lsun/misc/Resource;)Ljava/lang/Class;,URLClassLoader.defineClass(),,,,,56,third_party,34,java.net.URLClassLoader,1,-2,
186,java.net.URLClassLoader.access$100(Ljava/net/URLClassLoader;Ljava/lang/String;Lsun/misc/Resource;)Ljava/lang/Class;,URLClassLoader.access$100(),,,,,56,third_party,33,java.net.URLClassLoader,1,-2,
187,java.net.URLClassLoader$1.run()Ljava/lang/Class;,URLClassLoader$1.run(),,,,,57,third_party,0,java.net.URLClassLoader$1,10,-2,
188,java.net.URLClassLoader$1.run()Ljava/lang/Object;,URLClassLoader$1.run(),,,,,57,third_party,0,java.net.URLClassLoader$1,10,-2,
189,java.security.AccessController.doPrivileged(Ljava/security/PrivilegedExceptionAction;Ljava/security/AccessControlContext;)Ljava/lang/Object;,AccessController.doPrivileged(),,,,,14,third_party,0,java.security.AccessController,10,-1,
190,java.net.URLClassLoader.findClass(Ljava/lang/String;)Ljava/lang/Class;,URLClassLoader.findClass(),,,,,56,third_party,0,java.net.URLClassLoader,10,-2,
191,java.lang.ClassLoader.loadClass(Ljava/lang/String;Z)Ljava/lang/Class;,ClassLoader.loadClass(),,,,,39,third_party,0,java.lang.ClassLoader,11,-2,
192,java.lang.ClassLoader.loadClass(Ljava/lang/String;)Ljava/lang/Class;,ClassLoader.loadClass(),,,,,39,third_party,0,java.lang.ClassLoader,21,-2,
199,sun.reflect.NativeConstructorAccessorImpl.newInstance0(Ljava/lang/reflect/Constructor;[Ljava/lang/Object;)Ljava/lang/Object;,NativeConstructorAccessorImpl.newInstance0(),,,,,58,third_party,0,sun.reflect.NativeConstructorAccessorImpl,5,-1,
200,sun.reflect.NativeConstructorAccessorImpl.newInstance([Ljava/lang/Object;)Ljava/lang/Object;,NativeConstructorAccessorImpl.newInstance(),,,,,58,third_party,0,sun.reflect.NativeConstructorAccessorImpl,6,-2,
201,sun.reflect.DelegatingConstructorAccessorImpl.newInstance([Ljava/lang/Object;)Ljava/lang/Object;,DelegatingConstructorAccessorImpl.newInstance(),,,,,59,third_party,0,sun.reflect.DelegatingConstructorAccessorImpl,10,-2,
202,java.lang.reflect.Constructor.newInstance([Ljava/lang/Object;)Ljava/lang/Object;,Constructor.newInstance(),,,,,60,third_party,0,java.lang.reflect.Constructor,10,-2,
203,java.lang.Class.newInstance()Ljava/lang/Object;,Class.newInstance(),,,,,61,third_party,0,java.lang.Class,7,-2,
221,org.apache.commons.dbcp2.DelegatingPreparedStatement.executeQuery()Ljava/sql/ResultSet;,DelegatingPreparedStatement.executeQuery(),,,,,62,third_party,0,org.apache.commons.dbcp2.DelegatingPreparedStatement,7,78,DelegatingPreparedStatement.java
222,org.ofbiz.core.entity.jdbc.SQLProcessor.executeQuery()Ljava/sql/ResultSet;,SQLProcessor.executeQuery(),,,,,63,third_party,0,org.ofbiz.core.entity.jdbc.SQLProcessor,6,525,SQLProcessor.java
223,org.ofbiz.core.entity.GenericDAO.createEntityListIterator(Lorg/ofbiz/core/entity/jdbc/SQLProcessor;Ljava/lang/String;Lorg/ofbiz/core/entity/EntityFindOptions;Lorg/ofbiz/core/entity/model/ModelEntity;Ljava/util/List;Ljava/util/List;Ljava/util/List;Lorg/ofbiz/core/entity/GenericDAO$TableCleanUp;)Lorg/ofbiz/core/entity/EntityListIterator;,GenericDAO.createEntityListIterator(),,,,,64,third_party,0,org.ofbiz.core.entity.GenericDAO,6,870,GenericDAO.java
